,Route,Point,ARU,Geography,Lat,Long,Year,Date,Protocol,StartTime,CommonName,BirdCd,Survey,Visit,IndivCount,Distance,Confidence,Added
15,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/15/22,ARU,7:05:17,American Bittern,AMBI,3,15,0,NA,0.1476,No
16,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/4/22,ARU,5:58:24,American Coot,AMCO,1,1,0,NA,0.166,No
17,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/5/22,ARU,6:43:53,American Coot,AMCO,1,2,0,NA,0.412,No
18,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/8/22,ARU,6:12:59,American Coot,AMCO,1,3,1,NA,0.3472,No
19,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/9/22,ARU,7:23:56,American Coot,AMCO,1,4,0,NA,0.1165,No
20,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/14/22,ARU,7:19:05,American Coot,AMCO,1,5,0,NA,0.1762,No
21,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/16/22,ARU,6:22:20,American Coot,AMCO,2,6,0,NA,0.1582,No
22,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/18/22,ARU,8:03:17,American Coot,AMCO,2,7,0,NA,0.3324,No
23,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/22/22,ARU,5:10:40,American Coot,AMCO,2,8,0,NA,NA,Yes
24,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/23/22,ARU,8:20:21,American Coot,AMCO,2,9,0,NA,NA,Yes
25,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/24/22,ARU,8:20:50,American Coot,AMCO,2,10,0,NA,0.3715,No
26,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/1/22,ARU,5:20:24,American Coot,AMCO,3,11,0,NA,0.1236,No
27,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/5/22,ARU,8:25:49,American Coot,AMCO,3,12,0,NA,NA,Yes
28,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/6/22,ARU,7:13:35,American Coot,AMCO,3,13,0,NA,0.1147,No
29,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/11/22,ARU,8:14:53,American Coot,AMCO,3,14,0,NA,NA,Yes
30,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/14/22,ARU,7:31:33,American Coot,AMCO,3,15,0,NA,NA,Yes
31,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/1/22,ARU,7:24:46,Black Tern,BLTE,1,1,0,NA,NA,Yes
32,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/2/22,ARU,7:47:29,Black Tern,BLTE,1,2,0,NA,NA,Yes
33,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/12/22,ARU,7:32:52,Black Tern,BLTE,1,3,0,NA,NA,Yes
34,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/13/22,ARU,7:13:07,Black Tern,BLTE,1,4,0,NA,NA,Yes
35,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/14/22,ARU,6:00:45,Black Tern,BLTE,1,5,0,NA,NA,Yes
36,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/16/22,ARU,6:12:23,Black Tern,BLTE,2,6,0,NA,NA,Yes
37,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/22/22,ARU,8:10:58,Black Tern,BLTE,2,7,0,NA,NA,Yes
38,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/25/22,ARU,6:31:14,Black Tern,BLTE,2,8,0,NA,0.1156,No
39,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/26/22,ARU,5:25:22,Black Tern,BLTE,2,9,0,NA,NA,Yes
40,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/30/22,ARU,5:21:30,Black Tern,BLTE,2,10,0,NA,0.2088,No
41,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/5/22,ARU,7:33:14,Black Tern,BLTE,3,11,0,NA,NA,Yes
42,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/7/22,ARU,6:37:41,Black Tern,BLTE,3,12,0,NA,NA,Yes
43,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/13/22,ARU,6:34:25,Black Tern,BLTE,3,13,0,NA,NA,Yes
44,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/14/22,ARU,7:00:35,Black Tern,BLTE,3,14,0,NA,NA,Yes
45,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/15/22,ARU,6:46:05,Black Tern,BLTE,3,15,0,NA,NA,Yes
46,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/9/22,ARU,8:27:17,Black-crowned Night Heron,BCNH,1,1,0,NA,0.163,No
47,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/10/22,ARU,7:33:08,Black-crowned Night Heron,BCNH,1,2,0,NA,0.4474,No
48,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/11/22,ARU,7:13:14,Black-crowned Night Heron,BCNH,1,3,0,NA,0.4512,No
49,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/12/22,ARU,8:23:17,Black-crowned Night Heron,BCNH,1,4,0,NA,0.1305,No
50,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/14/22,ARU,5:35:48,Black-crowned Night Heron,BCNH,1,5,0,NA,0.2186,No
51,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/19/22,ARU,8:10:59,Black-crowned Night Heron,BCNH,2,6,0,NA,0.1889,No
52,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/23/22,ARU,5:52:36,Black-crowned Night Heron,BCNH,2,7,0,NA,0.2683,No
53,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/24/22,ARU,5:18:27,Black-crowned Night Heron,BCNH,2,8,0,NA,0.3591,No
54,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/28/22,ARU,8:20:32,Black-crowned Night Heron,BCNH,2,9,0,NA,0.1914,No
55,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/31/22,ARU,7:03:11,Black-crowned Night Heron,BCNH,2,10,0,NA,0.1274,No
56,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/1/22,ARU,5:51:48,Black-crowned Night Heron,BCNH,3,11,0,NA,0.2341,No
57,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/6/22,ARU,6:22:53,Black-crowned Night Heron,BCNH,3,12,0,NA,0.1821,No
58,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/7/22,ARU,5:13:09,Black-crowned Night Heron,BCNH,3,13,0,NA,0.6917,No
59,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/10/22,ARU,5:05:27,Black-crowned Night Heron,BCNH,3,14,1,NA,0.9091,No
60,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/13/22,ARU,7:25:08,Black-crowned Night Heron,BCNH,3,15,0,NA,0.1516,No
61,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/1/22,ARU,5:38:53,Blue-winged Teal,BWTE,1,1,0,NA,NA,Yes
62,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/5/22,ARU,8:00:22,Blue-winged Teal,BWTE,1,2,0,NA,NA,Yes
63,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/10/22,ARU,7:36:14,Blue-winged Teal,BWTE,1,3,0,NA,0.1209,No
64,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/12/22,ARU,5:27:57,Blue-winged Teal,BWTE,1,4,0,NA,0.1454,No
65,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/13/22,ARU,8:12:41,Blue-winged Teal,BWTE,1,5,0,NA,0.2583,No
66,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/15/22,ARU,6:11:20,Blue-winged Teal,BWTE,2,6,0,NA,0.1836,No
67,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/23/22,ARU,6:05:48,Blue-winged Teal,BWTE,2,7,0,NA,NA,Yes
68,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/24/22,ARU,6:18:33,Blue-winged Teal,BWTE,2,8,0,NA,NA,Yes
69,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/30/22,ARU,6:35:53,Blue-winged Teal,BWTE,2,9,0,NA,NA,Yes
70,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/31/22,ARU,6:51:12,Blue-winged Teal,BWTE,2,10,0,NA,NA,Yes
71,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/7/22,ARU,5:15:37,Blue-winged Teal,BWTE,3,11,0,NA,NA,Yes
72,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/10/22,ARU,5:31:21,Blue-winged Teal,BWTE,3,12,0,NA,0.1121,No
73,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/11/22,ARU,7:23:20,Blue-winged Teal,BWTE,3,13,0,NA,NA,Yes
74,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/12/22,ARU,7:54:17,Blue-winged Teal,BWTE,3,14,0,NA,NA,Yes
75,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/15/22,ARU,7:17:35,Blue-winged Teal,BWTE,3,15,0,NA,NA,Yes
76,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/1/22,ARU,6:39:17,Common Gallinule,COGA,1,1,1,NA,0.3078,No
77,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/3/22,ARU,7:40:11,Common Gallinule,COGA,1,2,0,NA,0.2666,No
78,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/6/22,ARU,8:05:11,Common Gallinule,COGA,1,3,0,NA,0.188,No
79,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/7/22,ARU,6:58:59,Common Gallinule,COGA,1,4,0,NA,0.3141,No
80,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/13/22,ARU,6:18:08,Common Gallinule,COGA,1,5,0,NA,0.6174,No
81,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/15/22,ARU,8:04:44,Common Gallinule,COGA,2,6,0,NA,0.1791,No
82,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/20/22,ARU,6:55:44,Common Gallinule,COGA,2,7,0,NA,0.1778,No
83,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/21/22,ARU,6:24:56,Common Gallinule,COGA,2,8,0,NA,0.3274,No
84,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/24/22,ARU,7:47:35,Common Gallinule,COGA,2,9,0,NA,0.2227,No
85,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/31/22,ARU,7:48:29,Common Gallinule,COGA,2,10,0,NA,0.1772,No
86,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/5/22,ARU,8:22:26,Common Gallinule,COGA,3,11,0,NA,0.1932,No
87,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/8/22,ARU,5:48:18,Common Gallinule,COGA,3,12,0,NA,0.1601,No
88,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/9/22,ARU,5:48:54,Common Gallinule,COGA,3,13,0,NA,0.1499,No
89,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/11/22,ARU,5:51:21,Common Gallinule,COGA,3,14,0,NA,0.1457,No
90,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/13/22,ARU,6:04:02,Common Gallinule,COGA,3,15,0,NA,0.1355,No
91,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/4/22,ARU,7:02:11,King Rail,KIRA,1,1,0,NA,0.7539,No
92,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/8/22,ARU,6:17:32,King Rail,KIRA,1,2,0,NA,0.7673,No
93,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/12/22,ARU,6:58:53,King Rail,KIRA,1,3,0,NA,0.4872,No
94,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/13/22,ARU,5:30:15,King Rail,KIRA,1,4,0,NA,0.6143,No
95,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/14/22,ARU,7:33:14,King Rail,KIRA,1,5,0,NA,0.6064,No
96,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/18/22,ARU,5:31:12,King Rail,KIRA,2,6,0,NA,0.5172,No
97,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/19/22,ARU,6:05:05,King Rail,KIRA,2,7,0,NA,0.6137,No
98,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/22/22,ARU,5:38:12,King Rail,KIRA,2,8,0,NA,0.4458,No
99,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/26/22,ARU,5:48:39,King Rail,KIRA,2,9,0,NA,0.445,No
100,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/28/22,ARU,7:37:41,King Rail,KIRA,2,10,0,NA,0.7465,No
101,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/7/22,ARU,8:10:23,King Rail,KIRA,3,11,0,NA,0.3817,No
102,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/8/22,ARU,6:11:47,King Rail,KIRA,3,12,0,NA,0.5717,No
103,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/10/22,ARU,5:25:09,King Rail,KIRA,3,13,0,NA,0.4945,No
104,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/14/22,ARU,6:32:41,King Rail,KIRA,3,14,0,NA,0.6503,No
105,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/15/22,ARU,7:47:38,King Rail,KIRA,3,15,0,NA,0.7708,No
106,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/4/22,ARU,8:11:59,Least Bittern,LEBI,1,1,0,NA,0.4916,No
107,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/6/22,ARU,7:34:41,Least Bittern,LEBI,1,2,0,NA,0.459,No
108,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/10/22,ARU,6:58:41,Least Bittern,LEBI,1,3,0,NA,0.6456,No
109,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/11/22,ARU,8:28:11,Least Bittern,LEBI,1,4,0,NA,0.6184,No
110,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/13/22,ARU,6:54:56,Least Bittern,LEBI,1,5,0,NA,0.5691,No
111,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/16/22,ARU,8:14:02,Least Bittern,LEBI,2,6,0,NA,0.9106,No
112,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/19/22,ARU,7:57:14,Least Bittern,LEBI,2,7,0,NA,0.6018,No
113,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/21/22,ARU,6:25:35,Least Bittern,LEBI,2,8,0,NA,0.5582,No
114,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/30/22,ARU,6:46:53,Least Bittern,LEBI,2,9,0,NA,0.6602,No
115,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/31/22,ARU,6:57:05,Least Bittern,LEBI,2,10,0,NA,0.6523,No
116,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/5/22,ARU,5:00:12,Least Bittern,LEBI,3,11,0,NA,0.9201,No
117,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/6/22,ARU,7:56:11,Least Bittern,LEBI,3,12,0,NA,0.4595,No
118,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/7/22,ARU,6:50:44,Least Bittern,LEBI,3,13,0,NA,0.8189,No
119,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/12/22,ARU,5:07:57,Least Bittern,LEBI,3,14,0,NA,0.9267,No
120,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/15/22,ARU,5:45:15,Least Bittern,LEBI,3,15,0,NA,0.6589,No
121,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/3/22,ARU,5:01:30,Marsh Wren,MAWR,1,1,1,NA,0.8974,No
122,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/4/22,ARU,5:16:42,Marsh Wren,MAWR,1,2,1,NA,0.9349,No
123,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/7/22,ARU,5:48:21,Marsh Wren,MAWR,1,3,1,NA,0.9099,No
124,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/9/22,ARU,6:52:08,Marsh Wren,MAWR,1,4,1,NA,0.8181,No
125,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/11/22,ARU,6:43:20,Marsh Wren,MAWR,1,5,1,NA,0.8921,No
126,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/18/22,ARU,7:20:02,Marsh Wren,MAWR,2,6,1,NA,0.6795,No
127,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/23/22,ARU,7:15:47,Marsh Wren,MAWR,2,7,1,NA,0.8424,No
128,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/29/22,ARU,6:34:47,Marsh Wren,MAWR,2,8,1,NA,0.6596,No
129,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/30/22,ARU,8:13:47,Marsh Wren,MAWR,2,9,1,NA,0.8082,No
130,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/31/22,ARU,5:36:00,Marsh Wren,MAWR,2,10,1,NA,0.8604,No
131,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/3/22,ARU,6:37:05,Marsh Wren,MAWR,3,11,1,NA,0.9305,No
132,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/5/22,ARU,5:28:42,Marsh Wren,MAWR,3,12,1,NA,0.8731,No
133,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/11/22,ARU,6:43:38,Marsh Wren,MAWR,3,13,1,NA,0.9222,No
134,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/13/22,ARU,6:12:08,Marsh Wren,MAWR,3,14,1,NA,0.8855,No
135,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/15/22,ARU,6:55:56,Marsh Wren,MAWR,3,15,1,NA,0.9376,No
136,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/1/22,ARU,6:18:02,Pied-billed Grebe,PBGR,1,1,0,NA,0.1427,No
137,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/4/22,ARU,7:17:35,Pied-billed Grebe,PBGR,1,2,0,NA,0.1769,No
138,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/5/22,ARU,6:26:05,Pied-billed Grebe,PBGR,1,3,0,NA,0.1311,No
139,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/7/22,ARU,8:26:38,Pied-billed Grebe,PBGR,1,4,0,NA,0.1572,No
140,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/10/22,ARU,6:29:26,Pied-billed Grebe,PBGR,1,5,0,NA,0.2818,No
141,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/16/22,ARU,5:59:12,Pied-billed Grebe,PBGR,2,6,0,NA,0.1476,No
142,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/20/22,ARU,5:07:42,Pied-billed Grebe,PBGR,2,7,0,NA,0.2582,No
143,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/27/22,ARU,5:09:06,Pied-billed Grebe,PBGR,2,8,0,NA,0.1757,No
144,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/30/22,ARU,6:46:35,Pied-billed Grebe,PBGR,2,9,0,NA,0.1461,No
145,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/31/22,ARU,7:18:35,Pied-billed Grebe,PBGR,2,10,0,NA,0.1831,No
146,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/1/22,ARU,5:43:00,Pied-billed Grebe,PBGR,3,11,0,NA,0.2317,No
147,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/4/22,ARU,5:20:03,Pied-billed Grebe,PBGR,3,12,0,NA,0.153,No
148,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/5/22,ARU,5:51:06,Pied-billed Grebe,PBGR,3,13,0,NA,0.149,No
149,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/6/22,ARU,8:14:34,Pied-billed Grebe,PBGR,3,14,0,NA,NA,Yes
150,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/11/22,ARU,5:00:29,Pied-billed Grebe,PBGR,3,15,0,NA,NA,Yes
151,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/1/22,ARU,6:15:32,Sora,SORA,1,1,1,NA,0.9981,No
152,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/8/22,ARU,8:19:02,Sora,SORA,1,2,1,NA,0.9992,No
153,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/10/22,ARU,6:11:14,Sora,SORA,1,3,1,NA,0.7607,No
154,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/11/22,ARU,7:36:29,Sora,SORA,1,4,1,NA,0.3643,No
155,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/12/22,ARU,5:13:21,Sora,SORA,1,5,1,NA,0.9963,No
156,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/15/22,ARU,5:30:48,Sora,SORA,2,6,1,NA,0.9943,No
157,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/22/22,ARU,6:11:59,Sora,SORA,2,7,1,NA,0.5228,No
158,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/24/22,ARU,7:04:53,Sora,SORA,2,8,1,NA,0.3844,No
159,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/30/22,ARU,7:18:08,Sora,SORA,2,9,1,NA,0.6012,No
160,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,5/31/22,ARU,6:55:26,Sora,SORA,2,10,1,NA,0.6374,No
161,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/1/22,ARU,5:50:57,Sora,SORA,3,11,1,NA,0.7854,No
162,BIGM,BIGM-02,SMA05948BIGM,Central,41.693367,-87.569207,2022,6/4/22,ARU,7:17:29,Sora,SORA,3,12,1,NA,0.7117,No
